Crash ID,State,Month,Year,Decade,Dayweek,Time,Time of Day,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,Christmas Period,Easter Period,Holiday Seasons,Age Group,Day of week,Time of day
20234009,SA,10,2023,2020s,Saturday,300,Late Night,Single,No,No,No,100,Driver,Male,22,No,No,No,17_to_25,Weekend,Night
20233087,Qld,10,2023,,Saturday,300,Late Night,Single,No,No,No,80,Driver,Male,19,No,No,No,17_to_25,Weekend,Night
20233149,Qld,10,2023,,Sunday,300,Late Night,Single,No,No,No,60,Passenger,Male,37,No,No,No,26_to_39,Weekend,Night
20233190,Qld,10,2023,,Sunday,300,Late Night,Multiple,No,No,No,100,Motorcycle rider,Male,35,No,No,No,26_to_39,Weekend,Night
20233052,Qld,10,2023,,Saturday,2300,Night,Single,No,No,No,70,Driver,Female,32,No,No,No,26_to_39,Weekend,Night
20235077,WA,10,2023,,Monday,1708,Evening,Single,No,No,No,60,Passenger,Male,29,No,No,No,26_to_39,Weekday,Day
20236005,Tas,10,2023,,Monday,2055,Night,Multiple,No,No,No,80,Driver,Female,51,No,No,No,40_to_64,Weekday,Night
20233149,Qld,10,2023,,Sunday,300,Late Night,Single,No,No,No,60,Passenger,Male,39,No,No,No,26_to_39,Weekend,Night
20236028,Tas,10,2023,,Saturday,315,Late Night,Single,No,No,No,60,Driver,Male,33,No,No,No,26_to_39,Weekend,Night
20231095,NSW,10,2023,,Wednesday,1840,Evening,Single,No,No,No,70,Driver,Male,40,No,No,No,40_to_64,Weekday,Night
20235097,WA,10,2023,,Tuesday,1525,Noon,Single,No,No,No,110,Driver,Male,60,No,No,No,40_to_64,Weekday,Day
20231059,NSW,10,2023,,Friday,2308,Late Night,Single,No,No,No,80,Driver,Male,44,No,No,No,40_to_64,Weekend,Night
20235091,WA,10,2023,,Monday,754,Morning,Single,No,No,No,110,Driver,Female,63,No,No,No,40_to_64,Weekday,Day
20233053,Qld,10,2023,,Sunday,1600,Noon,Multiple,No,No,No,60,Motorcycle rider,Male,27,No,No,No,26_to_39,Weekend,Day
20233035,Qld,10,2023,,Sunday,800,Morning,Single,No,No,No,60,Driver,Male,30,No,No,No,26_to_39,Weekend,Day
20235051,WA,10,2023,,Wednesday,100,Late Night,Single,No,No,No,70,Pedestrian,Female,48,No,No,No,40_to_64,Weekday,Night
20231105,NSW,10,2023,,Friday,1800,Evening,Multiple,No,No,No,70,Motorcycle rider,Male,55,No,No,No,40_to_64,Weekend,Night
20235059,WA,10,2023,,Wednesday,700,Morning,Single,No,No,No,110,Passenger,Female,62,No,No,No,40_to_64,Weekday,Day
20235112,WA,10,2023,,Saturday,1354,Noon,Single,No,No,No,100,Motorcycle rider,Male,45,No,No,No,40_to_64,Weekend,Day
20233196,Qld,10,2023,,Saturday,700,Morning,Multiple,No,No,No,100,Driver,Male,71,No,No,No,65_to_74,Weekend,Day
20235073,WA,10,2023,,Sunday,1437,Noon,Single,No,No,No,110,Driver,Male,67,No,No,No,65_to_74,Weekend,Day
20235062,WA,10,2023,,Saturday,1935,Night,Single,No,No,No,60,Driver,Male,65,No,No,No,65_to_74,Weekend,Night
20231013,NSW,10,2023,,Monday,1630,Noon,Multiple,No,No,No,100,Passenger,Male,18,No,No,No,17_to_25,Weekday,Day
20235077,WA,10,2023,,Monday,1708,Evening,Single,No,No,No,60,Driver,Male,24,No,No,No,17_to_25,Weekday,Day
20233017,Qld,10,2023,,Thursday,1600,Noon,Multiple,No,No,No,50,Motorcycle rider,Male,21,No,No,No,17_to_25,Weekday,Day
20231113,NSW,10,2023,,Saturday,5,Late Night,Single,No,No,No,100,Driver,Male,75,No,No,No,75_or_older,Weekend,Night
20231159,NSW,10,2023,,Thursday,1520,Noon,Multiple,No,No,No,60,Driver,Male,28,No,No,No,26_to_39,Weekday,Day
20234062,SA,10,2023,,Wednesday,925,Morning,Single,No,No,No,100,Passenger,Male,28,No,No,No,26_to_39,Weekday,Day
20233166,Qld,10,2023,,Wednesday,2200,Night,Single,No,No,No,100,Motorcycle rider,Male,47,No,No,No,40_to_64,Weekday,Night
20234067,SA,10,2023,,Sunday,2228,Night,Single,No,No,No,60,Driver,Male,86,No,No,No,75_or_older,Weekend,Night
20231092,NSW,10,2023,,Wednesday,1325,Noon,Single,No,No,No,50,Motorcycle rider,Male,52,No,No,No,40_to_64,Weekday,Day
20231220,NSW,10,2023,,Monday,1020,Morning,Single,No,No,No,100,Motorcycle rider,Male,60,No,No,No,40_to_64,Weekday,Day
20234050,SA,10,2023,,Tuesday,1720,Evening,Multiple,No,No,No,100,Driver,Female,54,No,No,No,40_to_64,Weekday,Day
20231168,NSW,10,2023,,Saturday,30,Late Night,Single,No,No,No,50,Passenger,Male,16,No,No,No,0_to_16,Weekend,Night
20231202,NSW,10,2023,,Tuesday,1145,Noon,Multiple,No,No,No,70,Motorcycle rider,Male,59,No,No,No,40_to_64,Weekday,Day
20231074,NSW,10,2023,,Thursday,1745,Evening,Single,No,No,No,50,Driver,Male,40,No,No,No,40_to_64,Weekday,Day
20233163,Qld,10,2023,,Tuesday,1100,Morning,Single,No,No,No,50,Driver,Male,61,No,No,No,40_to_64,Weekday,Day
20236018,Tas,10,2023,,Thursday,247,Late Night,Single,No,No,No,80,Motorcycle rider,Male,16,No,No,No,0_to_16,Weekday,Night
20234017,SA,10,2023,,Tuesday,924,Morning,Multiple,No,No,No,110,Pedal cyclist,Male,72,No,No,No,65_to_74,Weekday,Day
20236026,Tas,10,2023,,Tuesday,1530,Noon,Multiple,No,No,No,100,Driver,Female,65,No,No,No,65_to_74,Weekday,Day
20231242,NSW,10,2023,,Tuesday,1103,Noon,Single,No,No,No,60,Motorcycle rider,Male,69,No,No,No,65_to_74,Weekday,Day
20231029,NSW,10,2023,,Wednesday,1452,Noon,Multiple,No,Yes,No,100,Driver,Male,68,No,No,No,65_to_74,Weekday,Day
20231235,NSW,10,2023,,Friday,1245,Noon,Single,No,No,No,100,Driver,Male,70,No,No,No,65_to_74,Weekday,Day
20234035,SA,10,2023,,Wednesday,2202,Night,Multiple,No,No,Yes,100,Driver,Male,36,No,No,No,26_to_39,Weekday,Night
20231098,NSW,10,2023,,Monday,640,Morning,Multiple,No,No,No,100,Driver,Female,65,No,No,No,65_to_74,Weekday,Day
20234050,SA,10,2023,,Tuesday,1720,Evening,Multiple,No,No,No,100,Passenger,Female,84,No,No,No,75_or_older,Weekday,Day
20231224,NSW,10,2023,,Thursday,1010,Morning,Multiple,No,No,No,60,Passenger,Male,90,No,No,No,75_or_older,Weekday,Day
20231135,NSW,10,2023,,Thursday,1940,Night,Multiple,No,Yes,No,50,Driver,Male,40,No,No,No,40_to_64,Weekday,Night
20231134,NSW,10,2023,,Tuesday,1130,Noon,Single,No,No,No,60,Passenger,Female,100,No,No,No,75_or_older,Weekday,Day
20231134,NSW,10,2023,,Tuesday,1130,Noon,Single,No,No,No,60,Passenger,Male,75,No,No,No,75_or_older,Weekday,Day
20231208,NSW,10,2023,,Thursday,1310,Noon,Single,No,No,No,100,Driver,Female,87,No,No,No,75_or_older,Weekday,Day
20234016,SA,10,2023,,Tuesday,2135,Night,Multiple,No,No,No,50,Motorcycle rider,Male,46,No,No,No,40_to_64,Weekday,Night
20231158,NSW,10,2023,,Monday,2200,Night,Single,No,No,No,60,Motorcycle rider,Male,52,No,No,No,40_to_64,Weekday,Night
20231211,NSW,10,2023,,Wednesday,2330,Late Night,Single,No,No,No,50,Driver,Male,48,No,No,No,40_to_64,Weekday,Night
20231072,NSW,10,2023,,Friday,615,Morning,Multiple,No,Yes,No,100,Driver,Male,22,No,No,No,17_to_25,Weekday,Day
20235097,WA,10,2023,,Tuesday,1525,Noon,Single,No,No,No,110,Driver,Male,29,No,No,No,26_to_39,Weekday,Day
20233033,Qld,10,2023,,Sunday,1500,Noon,Single,No,No,No,60,Pedestrian,Male,27,No,No,No,26_to_39,Weekend,Day
20231245,NSW,10,2023,,Sunday,1653,Noon,Single,No,No,No,50,Pedestrian,Male,52,No,No,No,40_to_64,Weekend,Day
20231145,NSW,10,2023,,Wednesday,1530,Noon,Single,No,Yes,No,50,Pedestrian,Male,13,No,No,No,0_to_16,Weekday,Day
20231065,NSW,10,2023,,Thursday,2045,Night,Multiple,No,No,No,110,Motorcycle rider,Male,67,No,No,No,65_to_74,Weekday,Night
20233157,Qld,10,2023,,Monday,800,Morning,Single,No,No,No,20,Pedestrian,Male,72,No,No,No,65_to_74,Weekday,Day
20231024,NSW,10,2023,,Tuesday,1159,Noon,Single,No,No,No,50,Pedestrian,Female,83,No,No,No,75_or_older,Weekday,Day
20231219,NSW,10,2023,,Monday,1930,Night,Single,No,No,No,80,Pedestrian,Male,83,No,No,No,75_or_older,Weekday,Night
20236013,Tas,10,2023,,Thursday,2121,Night,Multiple,No,No,No,50,Pedestrian,Male,26,No,No,No,26_to_39,Weekday,Night
20231262,NSW,9,2023,,Friday,2120,Night,Multiple,No,No,No,50,Passenger,Male,15,No,No,No,0_to_16,Weekend,Night
20231087,NSW,9,2023,,Sunday,303,Late Night,Multiple,No,No,No,50,Driver,Male,14,No,No,No,0_to_16,Weekend,Night
20233008,Qld,9,2023,,Sunday,1800,Evening,Multiple,No,No,Yes,80,Passenger,Male,25,No,No,No,17_to_25,Weekend,Night
20231262,NSW,9,2023,,Friday,2120,Night,Multiple,No,No,No,50,Driver,Female,24,No,No,No,17_to_25,Weekend,Night
20233152,Qld,9,2023,,Saturday,2000,Night,Single,No,No,No,100,Driver,Male,19,No,No,No,17_to_25,Weekend,Night
20231266,NSW,9,2023,,Sunday,1930,Night,Single,No,No,No,60,Motorcycle rider,Male,17,No,No,No,17_to_25,Weekend,Night
20233036,Qld,9,2023,,Saturday,400,Late Night,Single,No,No,No,100,Driver,Male,21,No,No,No,17_to_25,Weekend,Night
20231066,NSW,9,2023,,Saturday,1,Late Night,Single,No,No,No,100,Driver,Male,20,No,No,No,17_to_25,Weekend,Night
20233177,Qld,9,2023,,Saturday,2300,Night,Single,No,No,No,80,Driver,Male,25,No,No,No,17_to_25,Weekend,Night
20231267,NSW,9,2023,,Sunday,530,Morning,Single,No,No,No,100,Passenger,Male,39,No,No,No,26_to_39,Weekend,Night
20233094,Qld,9,2023,,Monday,1800,Evening,Single,No,No,No,80,Driver,Male,21,No,No,No,17_to_25,Weekday,Night
20231002,NSW,9,2023,,Tuesday,1940,Night,Multiple,No,No,No,60,Passenger,Female,19,No,No,No,17_to_25,Weekday,Night
20231002,NSW,9,2023,,Tuesday,1940,Night,Multiple,No,No,No,60,Driver,Male,18,No,No,No,17_to_25,Weekday,Night
20234038,SA,9,2023,,Tuesday,1801,Evening,Multiple,No,No,No,40,Motorcycle rider,Male,25,No,No,No,17_to_25,Weekday,Night
20233072,Qld,9,2023,,Thursday,1900,Evening,Single,No,No,No,110,Driver,Male,37,No,No,No,26_to_39,Weekday,Night
20231086,NSW,9,2023,,Friday,2015,Night,Single,No,No,No,70,Driver,Male,32,No,No,No,26_to_39,Weekend,Night
20231086,NSW,9,2023,,Friday,2015,Night,Single,No,No,No,70,Passenger,Male,33,No,No,No,26_to_39,Weekend,Night
20231011,NSW,9,2023,,Monday,420,Late Night,Multiple,No,No,No,100,Passenger,Female,37,No,No,No,26_to_39,Weekend,Night
20231108,NSW,9,2023,,Friday,2257,Night,Single,No,No,No,50,Driver,Male,36,No,No,No,26_to_39,Weekend,Night
20235032,WA,9,2023,,Sunday,1158,Noon,Single,No,No,No,60,Driver,Male,73,No,No,No,65_to_74,Weekend,Day
20234019,SA,9,2023,,Saturday,1700,Noon,Single,No,No,No,60,Motorcycle rider,Male,20,No,No,No,17_to_25,Weekend,Day
20235026,WA,9,2023,,Sunday,625,Morning,Single,No,No,No,110,Passenger,Male,19,No,No,No,17_to_25,Weekend,Day
20233167,Qld,9,2023,,Saturday,500,Late Night,Single,No,No,No,50,Driver,Male,49,No,No,No,40_to_64,Weekend,Night
20231251,NSW,9,2023,,Saturday,1700,Noon,Multiple,No,No,No,100,Driver,Male,27,No,No,No,26_to_39,Weekend,Day
20231263,NSW,9,2023,,Sunday,1640,Noon,Single,No,No,No,80,Driver,Male,30,No,No,No,26_to_39,Weekend,Day
20233012,Qld,9,2023,,Saturday,1300,Noon,Multiple,No,No,No,60,Passenger,Female,34,No,No,No,26_to_39,Weekend,Day
20231009,NSW,9,2023,,Saturday,50,Late Night,Single,No,No,No,100,Driver,Male,57,No,No,No,40_to_64,Weekend,Night
20234029,SA,9,2023,,Saturday,1424,Noon,Multiple,No,No,No,80,Motorcycle rider,Male,45,No,No,No,40_to_64,Weekend,Day
20233078,Qld,9,2023,,Sunday,1000,Morning,Multiple,No,No,No,100,Motorcycle rider,Male,58,No,No,No,40_to_64,Weekend,Day
20231003,NSW,9,2023,,Saturday,1608,Noon,Single,No,No,No,100,Passenger,Male,55,No,No,No,40_to_64,Weekend,Day
20233028,Qld,9,2023,,Saturday,1200,Noon,Multiple,No,No,No,100,Motorcycle rider,Male,52,No,No,No,40_to_64,Weekend,Day
20231056,NSW,9,2023,,Saturday,1530,Noon,Single,No,No,No,100,Driver,Male,57,No,No,No,40_to_64,Weekend,Day
20233120,Qld,9,2023,,Saturday,900,Morning,Single,No,No,No,100,Motorcycle rider,Male,53,No,No,No,40_to_64,Weekend,Day
20231173,NSW,9,2023,,Saturday,1000,Morning,Multiple,No,Yes,No,80,Passenger,Male,63,No,No,No,40_to_64,Weekend,Day
20235111,WA,9,2023,,Saturday,731,Morning,Single,No,No,No,110,Passenger,Female,57,No,No,No,40_to_64,Weekend,Day
20235111,WA,9,2023,,Saturday,731,Morning,Single,No,No,No,110,Passenger,Female,56,No,No,No,40_to_64,Weekend,Day
20233099,Qld,9,2023,,Sunday,400,Late Night,Multiple,No,No,Yes,80,Driver,Male,45,No,No,No,40_to_64,Weekend,Night
20233098,Qld,9,2023,,Saturday,1100,Morning,Multiple,No,No,No,100,Motorcycle rider,Male,71,No,No,No,65_to_74,Weekend,Day
20235032,WA,9,2023,,Sunday,1158,Noon,Single,No,No,No,60,Driver,Female,66,No,No,No,65_to_74,Weekend,Day
20235046,WA,9,2023,,Sunday,1144,Noon,Single,No,No,No,110,Passenger,Female,8,No,No,No,0_to_16,Weekend,Day
20232026,Vic,9,2023,,Sunday,1010,Morning,Multiple,No,No,No,100,Driver,Male,51,No,No,No,40_to_64,Weekend,Day
20233066,Qld,9,2023,,Saturday,1700,Noon,Single,No,No,No,100,Driver,Male,17,No,No,No,17_to_25,Weekend,Day
20235060,WA,9,2023,,Wednesday,1718,Evening,Single,No,No,No,110,Driver,Male,22,No,No,No,17_to_25,Weekday,Day
20235023,WA,9,2023,,Wednesday,1710,Evening,Single,No,No,No,70,Passenger,Male,21,No,No,No,17_to_25,Weekday,Day
20235023,WA,9,2023,,Wednesday,1710,Evening,Single,No,No,No,70,Passenger,Male,24,No,No,No,17_to_25,Weekday,Day
20233146,Qld,9,2023,,Monday,900,Morning,Single,No,No,No,100,Driver,Male,25,No,No,No,17_to_25,Weekday,Day
20234036,SA,9,2023,,Monday,1520,Noon,Single,No,No,No,60,Driver,Male,24,No,No,No,17_to_25,Weekday,Day
20233156,Qld,9,2023,,Friday,1200,Noon,Multiple,No,No,No,60,Motorcycle rider,Male,20,No,No,No,17_to_25,Weekday,Day
20231007,NSW,9,2023,,Monday,1652,Noon,Multiple,No,No,No,60,Motorcycle rider,Male,27,No,No,No,26_to_39,Weekday,Day
20233200,Qld,9,2023,,Friday,1100,Morning,Multiple,No,No,No,100,Driver,Female,32,No,No,No,26_to_39,Weekday,Day
20233058,Qld,9,2023,,Monday,800,Morning,Single,No,No,No,100,Driver,Male,35,No,No,No,26_to_39,Weekday,Day
20233044,Qld,9,2023,,Wednesday,1300,Noon,Multiple,No,No,Yes,110,Driver,Male,49,No,No,No,40_to_64,Weekday,Day
20231257,NSW,9,2023,,Monday,1210,Noon,Single,No,No,No,50,Motorcycle rider,Male,60,No,No,No,40_to_64,Weekday,Day
20231058,NSW,9,2023,,Tuesday,1600,Noon,Single,No,No,No,60,Driver,Male,47,No,No,No,40_to_64,Weekday,Day
20233018,Qld,9,2023,,Wednesday,1700,Noon,Single,No,No,No,80,Driver,Female,55,No,No,No,40_to_64,Weekday,Day
20233029,Qld,9,2023,,Friday,700,Morning,Multiple,No,No,No,40,Driver,Female,52,No,No,No,40_to_64,Weekday,Day
20235075,WA,9,2023,,Saturday,331,Late Night,Single,No,No,No,70,Driver,Female,27,No,No,No,26_to_39,Weekend,Night
20234070,SA,9,2023,,Thursday,1410,Noon,Multiple,No,Yes,No,100,Driver,Male,53,No,No,No,40_to_64,Weekday,Day
20231100,NSW,9,2023,,Tuesday,650,Morning,Multiple,No,Yes,No,80,Driver,Male,50,No,No,No,40_to_64,Weekday,Day
20236023,Tas,9,2023,,Tuesday,1600,Noon,Single,No,No,No,35,Motorcycle rider,Male,43,No,No,No,40_to_64,Weekday,Day
20235001,WA,9,2023,,Tuesday,2139,Night,Single,No,No,No,60,Passenger,Female,16,No,No,No,0_to_16,Weekday,Night
20234048,SA,9,2023,,Tuesday,1525,Noon,Multiple,No,No,No,50,Motorcycle rider,Male,41,No,No,No,40_to_64,Weekday,Day
20236012,Tas,9,2023,,Friday,1320,Noon,Single,No,No,No,110,Passenger,Male,70,No,No,No,65_to_74,Weekday,Day
20231179,NSW,9,2023,,Monday,1130,Noon,Multiple,No,No,No,100,Driver,Male,67,No,No,No,65_to_74,Weekday,Day
20231204,NSW,9,2023,,Tuesday,1100,Morning,Single,No,No,No,100,Motorcycle rider,Male,65,No,No,No,65_to_74,Weekday,Day
20233183,Qld,9,2023,,Friday,600,Morning,Multiple,No,No,No,60,Driver,Female,72,No,No,No,65_to_74,Weekday,Day
20234076,SA,9,2023,,Friday,729,Morning,Multiple,No,No,No,50,Driver,Male,73,No,No,No,65_to_74,Weekday,Day
20234024,SA,9,2023,,Monday,1219,Noon,Single,No,No,No,60,Driver,Male,72,No,No,No,65_to_74,Weekday,Day
20234051,SA,9,2023,,Thursday,27,Late Night,Multiple,No,No,Yes,110,Driver,Male,30,No,No,No,26_to_39,Weekday,Night
20233061,Qld,9,2023,,Tuesday,1100,Morning,Multiple,No,Yes,No,70,Motorcycle rider,Male,71,No,No,No,65_to_74,Weekday,Day
20233072,Qld,9,2023,,Thursday,1900,Evening,Single,No,No,No,110,Passenger,Male,39,No,No,No,26_to_39,Weekday,Night
20231195,NSW,9,2023,,Tuesday,1130,Noon,Single,No,No,No,100,Passenger,Female,84,No,No,No,75_or_older,Weekday,Day
20233109,Qld,9,2023,,Monday,1500,Noon,Multiple,No,No,No,60,Driver,Male,84,No,No,No,75_or_older,Weekday,Day
20233080,Qld,9,2023,,Friday,1200,Noon,Multiple,No,No,No,110,Passenger,Female,81,No,No,No,75_or_older,Weekday,Day
20233215,Qld,9,2023,,Tuesday,2100,Night,Single,No,No,No,100,Motorcycle rider,Male,42,No,No,No,40_to_64,Weekday,Night
20231192,NSW,9,2023,,Wednesday,2310,Late Night,Multiple,No,No,Yes,70,Motorcycle rider,Male,51,No,No,No,40_to_64,Weekday,Night
20235083,WA,9,2023,,Tuesday,1355,Noon,Single,No,No,No,70,Passenger,Female,86,No,No,No,75_or_older,Weekday,Day
20235023,WA,9,2023,,Wednesday,1710,Evening,Single,No,No,No,70,Driver,Male,24,No,No,No,17_to_25,Weekday,Day
20231249,NSW,9,2023,,Monday,1534,Noon,Multiple,No,No,Yes,110,Driver,Male,24,No,No,No,17_to_25,Weekday,Day
20231046,NSW,9,2023,,Saturday,118,Late Night,Single,No,No,No,110,Pedestrian,Male,32,No,No,No,26_to_39,Weekend,Night
20231016,NSW,9,2023,,Thursday,215,Late Night,Single,No,No,No,100,Driver,Male,70,No,No,No,65_to_74,Weekday,Night
20233021,Qld,9,2023,,Sunday,1700,Noon,Single,No,No,No,60,Pedestrian,Male,12,No,No,No,0_to_16,Weekend,Day
20233115,Qld,9,2023,,Friday,1300,Noon,Single,No,No,No,60,Pedestrian,Male,62,No,No,No,40_to_64,Weekday,Day
20234075,SA,9,2023,,Thursday,1230,Noon,Single,No,No,No,10,Pedestrian,Male,73,No,No,No,65_to_74,Weekday,Day
20231182,NSW,9,2023,,Friday,900,Morning,Single,No,Yes,No,60,Pedestrian,Female,84,No,No,No,75_or_older,Weekday,Day
20231068,NSW,9,2023,,Wednesday,813,Morning,Single,No,No,No,50,Pedestrian,Male,85,No,No,No,75_or_older,Weekday,Day
20231205,NSW,9,2023,,Friday,1655,Noon,Single,No,No,No,50,Pedestrian,Female,84,No,No,No,75_or_older,Weekday,Day
20231164,NSW,9,2023,,Monday,1800,Evening,Single,No,No,No,100,Pedestrian,Male,80,No,No,No,75_or_older,Weekday,Night
20233191,Qld,9,2023,,Friday,100,Late Night,Single,No,No,No,50,Driver,Male,19,No,No,No,17_to_25,Weekday,Night
20233068,Qld,8,2023,,Saturday,200,Late Night,Single,No,No,No,70,Passenger,Male,23,No,No,No,17_to_25,Weekend,Night
20231143,NSW,8,2023,,Friday,2345,Late Night,Multiple,No,Yes,No,50,Passenger,Female,25,No,No,No,17_to_25,Weekend,Night
20233040,Qld,8,2023,,Saturday,200,Late Night,Multiple,No,No,No,60,Passenger,Male,17,No,No,No,17_to_25,Weekend,Night
20231227,NSW,8,2023,,Saturday,30,Late Night,Single,No,No,No,100,Driver,Male,23,No,No,No,17_to_25,Weekend,Night
20231127,NSW,8,2023,,Saturday,1800,Evening,Multiple,No,No,No,50,Motorcycle rider,Male,23,No,No,No,17_to_25,Weekend,Night
20236016,Tas,8,2023,,Saturday,2300,Night,Single,No,No,No,100,Driver,Male,38,No,No,No,26_to_39,Weekend,Night
20231194,NSW,8,2023,,Thursday,545,Morning,Single,No,No,No,100,Driver,Male,25,No,No,No,17_to_25,Weekday,Night
20234022,SA,8,2023,,Tuesday,1840,Evening,Single,No,No,No,100,Driver,Male,17,No,No,No,17_to_25,Weekday,Night
20237015,NT,8,2023,,Thursday,1835,Evening,Multiple,No,No,No,50,Motorcycle rider,Male,33,No,No,No,26_to_39,Weekday,Night
20233119,Qld,8,2023,,Saturday,500,Late Night,Single,No,No,No,100,Driver,Male,29,No,No,No,26_to_39,Weekend,Night
20236002,Tas,8,2023,,Monday,323,Late Night,Single,No,No,No,80,Passenger,Male,36,No,No,No,26_to_39,Weekend,Night
20232202,Vic,8,2023,,Sunday,2318,Late Night,Single,No,No,No,80,Driver,Female,53,No,No,No,40_to_64,Weekend,Night
20231199,NSW,8,2023,,Sunday,1705,Evening,Multiple,No,No,Yes,110,Driver,Male,23,No,No,No,17_to_25,Weekend,Day
20235015,WA,8,2023,,Sunday,700,Morning,Single,No,No,No,110,Driver,Male,21,No,No,No,17_to_25,Weekend,Day
20231088,NSW,8,2023,,Monday,540,Morning,Single,No,No,No,100,Driver,Male,60,No,No,No,40_to_64,Weekend,Night
20231031,NSW,8,2023,,Saturday,2120,Night,Single,No,No,No,50,Passenger,Male,43,No,No,No,40_to_64,Weekend,Night
20231236,NSW,8,2023,,Saturday,2055,Night,Multiple,No,No,No,100,Driver,Male,43,No,No,No,40_to_64,Weekend,Night
20235084,WA,8,2023,,Sunday,905,Morning,Single,No,No,No,90,Driver,Male,57,No,No,No,40_to_64,Weekend,Day
20231038,NSW,8,2023,,Saturday,1915,Night,Single,No,No,No,80,Driver,Male,43,No,No,No,40_to_64,Weekend,Night
20233173,Qld,8,2023,,Sunday,1200,Noon,Multiple,No,No,Yes,100,Driver,Female,49,No,No,No,40_to_64,Weekend,Day
20233187,Qld,8,2023,,Sunday,900,Morning,Multiple,No,No,Yes,60,Driver,Male,46,No,No,No,40_to_64,Weekend,Day
20233148,Qld,8,2023,,Saturday,1100,Morning,Multiple,No,No,No,100,Motorcycle rider,Male,40,No,No,No,40_to_64,Weekend,Day
20234041,SA,8,2023,,Sunday,1150,Noon,Single,No,No,No,110,Driver,Male,49,No,No,No,40_to_64,Weekend,Day
20233090,Qld,8,2023,,Saturday,1000,Morning,Multiple,No,No,No,50,Pedal cyclist,Male,65,No,No,No,65_to_74,Weekend,Day
20232103,Vic,8,2023,,Sunday,1630,Noon,Multiple,No,No,No,100,Driver,Female,66,No,No,No,65_to_74,Weekend,Day
20231157,NSW,8,2023,,Sunday,1350,Noon,Single,No,No,No,80,Pedal cyclist,Male,67,No,No,No,65_to_74,Weekend,Day
20231155,NSW,8,2023,,Friday,1800,Evening,Multiple,No,No,No,100,Motorcycle rider,Male,44,No,No,No,40_to_64,Weekend,Night
20235017,WA,8,2023,,Wednesday,1648,Noon,Single,No,No,No,50,Pedestrian,Male,78,No,No,No,75_or_older,Weekday,Day
20234085,SA,8,2023,,Sunday,1300,Noon,Single,No,No,No,110,Driver,Female,85,No,No,No,75_or_older,Weekend,Day
20231014,NSW,8,2023,,Saturday,1757,Evening,Multiple,No,No,No,60,Motorcycle rider,Male,19,No,No,No,17_to_25,Weekend,Day
20235036,WA,8,2023,,Sunday,615,Morning,Single,No,No,No,50,Driver,Male,31,No,No,No,26_to_39,Weekend,Day
20233049,Qld,8,2023,,Sunday,1800,Evening,Multiple,No,No,No,100,Driver,Male,67,No,No,No,65_to_74,Weekend,Night
20231148,NSW,8,2023,,Monday,620,Morning,Multiple,No,Yes,No,80,Driver,Female,22,No,No,No,17_to_25,Weekday,Day
20231250,NSW,8,2023,,Tuesday,1615,Noon,Multiple,No,Yes,No,70,Driver,Male,17,No,No,No,17_to_25,Weekday,Day
20231051,NSW,8,2023,,Friday,1040,Morning,Single,No,No,No,90,Driver,Female,20,No,No,No,17_to_25,Weekday,Day
20235082,WA,8,2023,,Wednesday,1921,Night,Single,No,Yes,No,110,Driver,Male,48,No,No,No,40_to_64,Weekday,Night
20233198,Qld,8,2023,,Tuesday,1100,Morning,Multiple,No,No,No,100,Motorcycle rider,Male,20,No,No,No,17_to_25,Weekday,Day
20231093,NSW,8,2023,,Friday,755,Morning,Multiple,No,No,Yes,110,Passenger,Male,30,No,No,No,26_to_39,Weekday,Day
20231052,NSW,8,2023,,Wednesday,1625,Noon,Multiple,No,Yes,No,100,Driver,Male,33,No,No,No,26_to_39,Weekday,Day
20233145,Qld,8,2023,,Friday,900,Morning,Multiple,No,No,No,100,Motorcycle rider,Male,48,No,No,No,40_to_64,Weekday,Day
20233169,Qld,8,2023,,Sunday,2000,Night,Single,No,No,Yes,100,Driver,Male,64,No,No,No,40_to_64,Weekend,Night
20232098,Vic,8,2023,,Sunday,1854,Evening,Multiple,No,No,No,50,Driver,Female,38,No,No,No,26_to_39,Weekend,Night
20233203,Qld,8,2023,,Sunday,400,Late Night,Single,No,No,No,100,Passenger,Male,33,No,No,No,26_to_39,Weekend,Night
20231077,NSW,8,2023,,Friday,2250,Night,Multiple,No,No,No,60,Motorcycle rider,Male,21,No,No,No,17_to_25,Weekend,Night
20231185,NSW,8,2023,,Friday,2150,Night,Single,No,No,No,60,Passenger,Male,9,No,No,No,0_to_16,Weekend,Night
20231185,NSW,8,2023,,Friday,2150,Night,Single,No,No,No,60,Passenger,Male,10,No,No,No,0_to_16,Weekend,Night
20233016,Qld,8,2023,,Thursday,1100,Morning,Multiple,No,No,No,100,Motorcycle rider,Male,64,No,No,No,40_to_64,Weekday,Day
20232004,Vic,8,2023,,Thursday,1532,Noon,Multiple,No,No,No,80,Driver,Male,49,No,No,No,40_to_64,Weekday,Day
20231265,NSW,8,2023,,Friday,1150,Noon,Single,No,No,No,50,Motorcycle rider,Male,63,No,No,No,40_to_64,Weekday,Day
20232176,Vic,8,2023,,Friday,635,Morning,Multiple,No,No,No,70,Motorcycle rider,Male,45,No,No,No,40_to_64,Weekday,Day
